user61:60;17;59;59;59;60;59;60;17;17
user62:61;61;61;61;61;61;61;61;61;61
user63:0;0;0;0;0;0;0;0;0;0
user64:65;65;65;65;29;12;29;65;37;36
user65:39;39;39;39;39;39;39;39;39;39
user66:43;43;43;45;43;43;43;45;43;45
user67:1;1;0;0;8;0;0;0;8;8
user68:0;3;0;3;3;0;0;3;3;3
user69:0;0;0;5;5;5;5;5;5;5
user70:0;0;0;0;0;0;0;0;0;0
user71:1;0;0;0;0;0;0;1;1;1
user72:43;43;45;43;43;43;43;43;43;45
user73:43;43;43;43;45;43;43;43;43;45
user74:39;39;39;39;39;39;39;39;15;15
user75:60;60;60;60;60;60;60;60;60;59
user76:45;43;45;45;43;45;45;43;43;43
user77:5;5;5;0;0;0;0;5;5;5
user78:1;1;0;0;0;0;0;1;1;7
user79:0;0;0;0;0;0;0;5;5;5
user80:9;9;9;9;0;9;0;0;0;9
user81:0;1;1;1;0;1;8;0;8;8
user82:5;5;0;0;0;0;0;5;5;5
user83:0;0;3;3;3;3;0;0;0;0
user84:3;3;3;3;0;3;3;3;3;3
user85:43;45;45;43;45;43;43;43;45;43
user86:43;43;43;45;45;45;43;45;43;45
user87:3;3;3;3;3;0;2;0;0;2
user88:45;43;43;43;43;43;43;45;43;43
user89:0;0;0;5;5;5;5;5;5;5
user90:43;44;43;44;44;1;0;0;0;1
user91:1;0;1;0;0;0;0;0;1;1
user92:0;1;0;0;0;0;0;1;1;0
user93:0;0;0;0;0;0;0;3;3;3
user94:5;5;5;5;0;5;5;5;5;5
user95:0;0;5;0;0;0;0;5;5;5
user96:43;43;43;45;43;43;43;43;45;43
user97:0;1;1;1;0;0;0;0;1;1
user98:5;5;5;5;5;0;5;5;5;5
user99:39;39;39;39;39;39;39;39;39;39
user100:43;43;43;45;43;43;43;43;43;45
user101:39;39;39;39;39;39;39;39;39;39
user102:39;39;39;39;39;39;39;39;39;39
user103:15;15;15;15;15;15;15;15;15;15
user104:45;43;43;43;45;43;45;43;43;45
user105:0;0;0;5;5;5;5;5;5;0
user106:0;0;5;0;0;0;0;5;5;5
user107:44;44;43;44;44;44;1;0;1;1
user108:60;60;60;60;59;59;60;60;59;60
user109:5;5;0;0;0;0;5;5;5;5
user110:5;0;0;5;5;5;5;5;5;5
user111:43;43;45;45;43;43;45;45;45;45
user112:0;0;0;3;3;3;3;3;3;3
user113:13;13;13;13;13;13;13;13;13;13
user114:22;22;22;22;22;22;22;22;22;22
user115:59;59;59;60;60;60;17;17;59;59
user116:22;22;22;22;22;22;22;22;22;22
user117:44;43;43;43;43;65;65;65;43;43
user118:3;3;0;3;3;3;0;3;3;3
user119:30;29;30;29;30;30;30;30;29;30
user120:43;43;45;45;43;43;43;43;45;45
user121:41;41;41;41;41;41;41;41;41;41
user122:43;43;44;44;43;44;43;43;1;1
user123:28;28;42;56;56;56;56;56;56;56
user124:13;13;13;13;13;13;13;13;13;13
user125:15;15;15;15;15;15;15;15;15;15
user126:39;39;39;39;39;39;39;39;39;39
user127:0;0;0;0;3;3;3;3;3;3
user128:15;15;15;15;15;15;15;15;15;15
user129:42;28;42;42;42;56;56;56;56;56
user130:41;41;41;41;41;41;41;41;41;41
user131:0;0;6;0;6;6;0;6;6;6
user132:11;11;11;11;11;11;65;11;11;11
user133:22;22;22;22;22;22;22;22;22;22
user134:44;43;44;44;44;44;44;43;43;44
user135:61;61;61;61;61;61;61;61;61;61
user136:44;44;44;44;43;44;43;44;44;44
user137:8;1;0;0;0;1;1;1;1;0
user138:3;43;45;43;43;43;45;45;45;43
user139:65;65;28;65;65;65;65;65;65;65
user140:65;18;65;18;18;65;65;65;65;65
user141:15;15;15;15;15;15;15;62;62;62
user142:45;43;43;45;45;43;45;45;43;45
user143:18;18;20;65;21;21;65;18;65;65
user144:41;41;41;41;41;41;41;41;41;41
user145:18;21;18;19;18;18;19;18;19;19
user146:65;58;58;58;65;65;65;65;58;65
user147:58;65;65;58;58;65;65;58;58;58
user148:18;18;18;18;18;18;19;19;19;19
user149:58;58;58;65;65;58;58;58;65;65
user150:1;1;0;1;1;0;1;0;0;1
user151:58;58;58;58;58;58;58;58;58;65
user152:55;55;55;55;55;12;28;28;28;28
user153:50;50;50;50;51;51;47;47;47;51
user154:0;0;0;5;5;5;5;5;5;0
user155:34;34;34;34;34;34;34;34;34;34
user156:22;65;22;22;22;22;22;22;22;22
user157:3;0;3;0;0;0;0;3;3;3
user158:58;58;58;65;65;65;58;65;58;65
user159:0;0;0;0;0;0;5;5;5;5
user160:43;43;44;43;44;43;44;43;43;44
user161:10;10;10;10;10;10;10;10;10;10
user162:10;10;10;10;10;10;10;10;10;10
user163:15;15;15;15;15;15;15;15;15;15
user164:39;39;39;39;39;39;39;39;39;39
user165:39;39;39;39;39;39;39;39;39;39
user166:45;43;45;45;43;43;43;43;43;45
user167:45;45;43;45;43;43;43;45;45;45
user168:0;0;1;1;1;1;0;0;1;1
user169:10;10;10;10;10;10;10;10;10;10
user170:41;41;41;41;41;41;41;41;41;41
user171:0;7;0;0;0;0;0;0;0;1
user172:43;43;43;43;43;45;45;43;43;43
user173:33;33;33;33;33;34;34;33;33;34
user174:18;18;65;18;65;65;18;18;18;18
user175:47;47;50;50;47;50;50;47;50;50
user176:45;45;45;43;45;43;43;43;43;45
user177:45;45;45;45;45;45;45;45;45;45
user178:45;45;45;45;45;45;45;43;43;43
user179:0;5;5;0;5;5;5;5;5;0
user180:45;45;45;45;45;45;45;45;45;45
user181:43;45;43;45;45;45;45;45;45;45
user182:0;0;0;5;5;5;5;5;5;0
user183:5;5;5;5;0;0;5;5;5;5
user184:43;45;43;43;45;45;45;43;45;45
user185:0;0;0;0;5;5;5;5;5;5
user186:44;45;43;43;45;45;45;43;45;45
user187:4;4;5;5;43;45;43;43;45;45
user188:45;45;43;45;43;43;43;43;45;45
user189:45;45;45;45;45;45;43;45;45;45
user190:45;45;43;43;45;45;43;45;43;45
user191:43;45;43;43;43;43;45;45;45;45
user192:43;43;43;45;45;43;45;45;45;45
user193:48;48;48;51;51;47;47;47;51;51
user194:48;48;47;47;47;47;48;48;48;48
user195:45;45;43;43;43;45;45;45;45;45
user196:45;43;43;43;45;45;45;43;45;45
user197:43;45;43;43;43;43;45;45;43;45
user198:0;0;0;0;0;0;5;5;5;5
user199:0;5;5;5;5;0;0;5;5;5
user200:17;17;17;65;65;65;65;65;65;65
