user162:65;65;58;58;58;58;58;58;65;65
user150:0;0;0;0;0;0;0;0;5;0
user15:45;43;43;45;45;45;45;45;45;44
user3:10;10;10;10;10;10;10;10;10;10
user101:10;10;10;10;10;10;10;10;10;10
user98:15;15;15;15;15;15;15;15;15;15
user171:39;39;39;39;39;39;39;65;39;39
user166:39;39;39;39;39;39;39;39;39;39
user97:45;45;43;45;43;43;43;43;43;43
user29:45;45;45;43;45;43;43;43;45;45
user170:5;5;5;5;5;5;5;5;5;5
user69:10;10;10;10;10;10;10;10;10;10
user199:41;41;41;41;41;41;41;41;41;41
user78:1;1;0;0;0;0;0;7;0;0
user76:45;43;43;43;43;43;45;45;43;45
user1:34;34;34;34;34;33;33;34;34;34
user143:65;65;65;65;65;65;65;65;65;65
user51:47;47;48;48;48;48;47;48;48;48
user30:0;0;5;5;5;0;5;5;5;0
user147:45;45;45;45;45;45;45;45;45;45
user136:5;0;0;0;0;0;45;43;0;45
user12:5;5;5;5;0;0;5;5;5;5
user103:43;45;45;45;45;45;45;45;45;45
user173:5;5;5;0;5;5;5;0;5;5
user85:5;5;0;5;5;5;0;5;5;5
user59:0;5;5;5;5;0;5;5;5;5
user99:5;5;5;5;0;0;5;5;0;5
user155:43;43;43;43;43;43;43;43;43;43
user165:43;45;45;45;43;45;45;45;45;45
user7:45;45;43;45;43;45;43;45;43;45
user56:45;43;43;43;43;45;45;43;45;45
user117:43;45;45;45;43;43;43;45;45;43
user20:45;43;45;45;45;45;43;45;43;45
user141:45;45;45;45;45;43;43;43;43;45
user185:0;6;6;0;0;0;0;6;6;6
user198:48;48;48;47;48;49;50;47;47;49
user49:47;47;51;51;51;51;47;47;47;47
user190:45;45;45;43;43;43;43;45;45;45
user187:45;43;45;43;45;43;43;43;45;45
user161:45;43;45;43;45;43;45;45;45;45
user40:0;0;6;0;6;6;0;0;0;0
user55:5;5;0;5;8;0;0;0;0;8
user125:22;22;22;65;65;65;65;65;65;65
